"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BCRH","Blue Capital Reinsurance Holdings Ltd.","11.15","$97.69M","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/bcrh",
"BHBK","Blue Hills Bancorp, Inc.","22.05","$592.34M","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/bhbk",
"BLUE","bluebird bio, Inc.","180.3","$9.04B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/blue",
"BXG","Bluegreen Vacations Corporation","24.65","$1.84B","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/bxg",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","3.375","$136.08M","2011","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","6.25","$188.49M","n/a","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bkepp",
"BXC","BlueLinx Holdings Inc.","36.76","$338.56M","2004","Capital Goods","Wholesale Distributors","https://www.nasdaq.com/symbol/bxc",
"BPMC","Blueprint Medicines Corporation","67.03","$2.94B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bpmc",
"BRG","Bluerock Residential Growth REIT, Inc.","9.05","$215.66M","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/brg",
"BRG^A","Bluerock Residential Growth REIT, Inc.","25.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/brg^a",
"BRG^C","Bluerock Residential Growth REIT, Inc.","24.67","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/brg^c",
"BRG^D","Bluerock Residential Growth REIT, Inc.","22.7732","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/brg^d",
"ITEQ","BlueStar Israel Technology ETF","35.8648","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/iteq",
"BMCH","BMC Stock Holdings, Inc.","21.35","$1.44B","2013","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/bmch",
"BWP","Boardwalk Pipeline Partners L.P.","12.05","$3.02B","2005","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/bwp",
"BA","Boeing Company (The)","346.03","$201.59B","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/ba",
"BOFI","BofI Holding, Inc.","42.18","$2.64B","2005","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bofi",
"BOFIL","BofI Holding, Inc.","25.75","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bofil",
"WIFI","Boingo Wireless, Inc.","23.98","$1B","2011","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/wifi",
"BCC","Boise Cascade, L.L.C.","45.35","$1.76B","2013","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/bcc",
"BOJA","Bojangles&#39;, Inc.","14.85","$544.6M","2015","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/boja",
"BOKF","BOK Financial Corporation","95.27","$6.29B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bokf",
"BOKFL","BOK Financial Corporation","25.02","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bokfl",
"BCEI","Bonanza Creek Energy, Inc.","36.18","$741.57M","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bcei",
"BNSO","Bonso Electronics International, Inc.","3.56","$17.46M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bnso",
"BKNG","Booking Holdings Inc.","2057.11","$99.1B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bkng",
"BOOT","Boot Barn Holdings, Inc.","22.8","$626.46M","2014","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/boot",
"BAH","Booz Allen Hamilton Holding Corporation","46.21","$6.63B","2010","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/bah",
"BWA","BorgWarner Inc.","44.5","$9.35B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/bwa",
"BRQS","Borqs Technologies, Inc. ","4.55","$142.43M","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/brqs",
"SAM","Boston Beer Company, Inc. (The)","313.2","$3.69B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/sam",
"BOMN","Boston Omaha Corporation","21.76","$472.66M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","16.25","$1.37B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpfh",
"BPFHW","Boston Private Financial Holdings, Inc.","10.85","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpfhw",
"BXP","Boston Properties, Inc.","126.96","$19.6B","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bxp",
"BXP^B","Boston Properties, Inc.","25.77","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bxp^b",
"BSX","Boston Scientific Corporation","33.34","$46B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bsx",
"EPAY","Bottomline Technologies, Inc.","54.35","$2.22B","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/epay",
"BVX","Bovie Medical Corporation","5.17","$169.99M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bvx",
"BWL.A","Bowl America, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bwl.a",
"BOX","Box, Inc.","26.75","$3.76B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/box",
"BOXL","Boxlight Corporation","4.16","$40.73M","2017","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/boxl",
"BYD","Boyd Gaming Corporation","38.19","$4.3B","1993","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/byd",
"BPMP","BP Midstream Partners LP","20.94","$2.19B","2017","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bpmp",
"BP","BP p.l.c.","45.35","$151.03B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/bp",
"BPT","BP Prudhoe Bay Royalty Trust","31.05","$664.47M","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/bpt",
"BRC","Brady Corporation","39.35","$2.04B","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/brc",
"BBRX","Braeburn Pharmaceuticals, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bbrx",
"BHR","Braemar Hotels & Resorts Inc.","11.88","$386.16M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bhr",
"BHR^B","Braemar Hotels & Resorts Inc.","19.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bhr^b",
"BCLI","Brainstorm Cell Therapeutics Inc.","4.16","$79.5M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bcli",
"BVNSC","Brandes Investment Trust","99.99","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bvnsc",
"BDN","Brandywine Realty Trust","16.93","$3.02B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bdn",
"BWG","BrandywineGLOBAL Global Income Opportunities Fund ","11.58","$243.06M","2012","n/a","n/a","https://www.nasdaq.com/symbol/bwg",
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","3.5824","$192.74M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/lnd",
"BAK","Braskem S.A.","26.98","$10.72B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/bak",
"BRFS","BRF S.A.","5.99","$4.86B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/brfs",
"BDGE","Bridge Bancorp, Inc.","36.2","$716.45M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bdge",
"BLIN          ","Bridgeline Digital, Inc.","1.66","$7.04M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/blin",
"BPI","Bridgepoint Education, Inc.","6.45","$176.43M","2009","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/bpi",
"BWB","Bridgewater Bancshares, Inc.","12.9","$387.88M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/bwb",
"BRID","Bridgford Foods Corporation","13.7411","$124.73M","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/brid",
"BGG","Briggs & Stratton Corporation","18.22","$777.36M","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bgg",
"BFAM","Bright Horizons Family Solutions Inc.","108.6","$6.29B","2013","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/bfam",
"BEDU","Bright Scholar Education Holdings Limited","16.1","$1.89B","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/bedu",
"BCOV","Brightcove Inc.","9.55","$337.63M","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/bcov",
"BHF","Brighthouse Financial, Inc.","41.2","$4.93B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/bhf",
"BSA","BrightSphere Investment Group plc","23.6429","n/a","2016","Finance","Investment Managers","https://www.nasdaq.com/symbol/bsa",
"BSIG","BrightSphere Investment Group plc","13.74","$1.5B","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/bsig",
"BV","BrightView Holdings, Inc.","21.97","$2.18B","2018","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/bv",
"EAT","Brinker International, Inc.","48.77","$2.14B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/eat",
"BCO","Brink&#39;s Company (The)","82.35","$4.19B","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/bco",
"BMY","Bristol-Myers Squibb Company","56.81","$92.86B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bmy",
"BRS","Bristow Group Inc","14.17","$506.79M","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/brs",
"BTI","British American Tobacco p.l.c.","51.74","$118.68B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/bti",
"BRX","Brixmor Property Group Inc.","17.29","$5.24B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/brx",
"AVGO","Broadcom Inc.","209.98","$90.64B","2009","Technology","Semiconductors","https://www.nasdaq.com/symbol/avgo",
"BR","Broadridge Financial Solutions, Inc.","119.4","$14.08B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/br",
"BVSN","BroadVision, Inc.","2.06","$10.29M","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bvsn",
"BYFC","Broadway Financial Corporation","2.04","$55.93M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/byfc",
"BWEN","Broadwind Energy, Inc.","2.39","$36.75M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/bwen",
"BKD","Brookdale Senior Living Inc.","10.05","$1.95B","2005","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/bkd",
"BAM","Brookfield Asset Management Inc","42.2","$41.86B","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/bam",
"BBU","Brookfield Business Partners L.P.","39.885","$2.64B","2016","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/bbu",
"DTLA^","Brookfield DTLA Inc.","23.03","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dtla^",
"INF","Brookfield Global Listed Infrastructure Income Fund","12.36","$170.56M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/inf",
"BIP","Brookfield Infrastructure Partners LP","39.98","$11.06B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/bip",
"BPY","Brookfield Property Partners L.P.","19.48","$4.96B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/bpy",
"RA","Brookfield Real Assets Income Fund Inc.","23.07","$841.78M","2016","n/a","n/a","https://www.nasdaq.com/symbol/ra",
"BEP","Brookfield Renewable Partners L.P.","30.42","$5.48B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bep",
"BRKL","Brookline Bancorp, Inc.","18.35","$1.47B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","32.5","$2.29B","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/brks",
"BRO","Brown & Brown, Inc.","28.73","$7.94B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/bro",
"BF.A","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bf.a",
"BF.B","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bf.b",
"BRT","BRT Apartments Corp.","13.91","$199.51M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/brt",
"BRKR","Bruker Corporation","29.02","$4.53B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/brkr",
"BC","Brunswick Corporation","67.04","$5.84B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bc",
"BMTC","Bryn Mawr Bank Corporation","47.1","$953.25M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","35.025","$341.23M","2011","Finance","Major Banks","https://www.nasdaq.com/symbol/blmt",
"BSQR","BSQUARE Corporation","2.6","$33M","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bsqr",
"BT","BT Group plc","14.9","$29.57B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bt",
"BPL","Buckeye Partners L.P.","35.59","$5.45B","1986","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bpl",
"BKE","Buckle, Inc. (The)","23.4","$1.15B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","12.57","$3.19B","1996","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","7.8","$117.18M","2004","Consumer Services","Recreational Products/Toys","https://www.nasdaq.com/symbol/bbw",
"BLDR","Builders FirstSource, Inc.","18.14","$2.08B","2005","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/bldr",
"BG","Bunge Limited","68.85","$9.7B","2001","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/bg",
"BURL","Burlington Stores, Inc.","147.98","$10.01B","2013","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/burl",
"BFST","Business First Bancshares, Inc.","25.22","$290.37M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bfst",
"BWXT","BWX Technologies, Inc.","63.62","$6.34B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bwxt",
"BY","Byline Bancorp, Inc.","22.59","$816.88M","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/by",
"CFFI","C&F Financial Corporation","62.5","$218.96M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cffi",
"CJ","C&J Energy Services, Inc","23.19","$1.59B","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/cj",
"CHRW","C.H. Robinson Worldwide, Inc.","85.83","$11.95B","1997","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/chrw",
"CA","CA Inc.","44.15","$18.56B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ca",
"GYB","CABCO Series 2004-101 Trust","22.73","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","13.4599","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/pfh",
"CABO","Cable One, Inc.","761.35","$4.36B","2015","Consumer Services","Television Services","https://www.nasdaq.com/symbol/cabo",
"CBT","Cabot Corporation","62.98","$3.89B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/cbt",
"CCMP","Cabot Microelectronics Corporation","114.12","$2.93B","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/ccmp",
"COG","Cabot Oil & Gas Corporation","23.27","$10.51B","1990","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","179.2","$4.43B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/caci",
"WHD","Cactus, Inc.","33.57","$2.51B","2018","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/whd",
"CADE","Cadence Bancorporation","28.93","$2.42B","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/cade",
"CDNS","Cadence Design Systems, Inc.","45.57","$12.85B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","13.05","$320.76M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cdzi",
"CAE","CAE Inc","20.98","$5.61B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cae",
"CZR","Caesars Entertainment Corporation","11.5","$8.02B","2012","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","15.55","$534.12M","2012","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cste",
"PRSS","CafePress Inc.","1.3","$22.08M","2012","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/prss",
"CAI","CAI International, Inc.","22.67","$436.83M","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/cai",
"CAI^A","CAI International, Inc.","25.05","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cai^a",
"CLBS","Caladrius Biosciences, Inc.","5.46","$52.25M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","12.87","$939.62M","2003","n/a","n/a","https://www.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","11.9","$842M","2002","n/a","n/a","https://www.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","21.88","$533.54M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","8.94","$527.87M","2007","n/a","n/a","https://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","14.08","$119.53M","2005","n/a","n/a","https://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","13.02","$2.01B","2004","n/a","n/a","https://www.nasdaq.com/symbol/csq",
